ward,booth,street,total_voters,notice_delivered
WARD 10,Booth # 084,பரத நகர்,1072,0
WARD 10,Booth # 085,மருதங்குளம்,598,0
WARD 10,Booth # 086,சம்பாகுளம் விசலம்,293,0
WARD 10,Booth # 086,சூர்யா நகர் தைமோகம்பிகை நகர்,625,0
WARD 10,Booth # 089,Street Not Found,1,0
WARD 10,Booth # 089,கர்பக நகர் 11வது தெரு,149,0
WARD 10,Booth # 089,கர்பக நகர் 12வது தெரு,95,0
WARD 10,Booth # 089,கர்பக நகர் 13வது தெரு,174,0
WARD 10,Booth # 089,கர்பக நகர் 14வது தெரு,229,0
WARD 10,Booth # 089,கர்பக நகர் 15வது தெரு,154,0
WARD 10,Booth # 089,கர்பக நகர் 16வது தெரு,60,0
WARD 10,Booth # 093,அலாகர் நகர் 1வது தெரு,113,0
WARD 10,Booth # 093,அலாகர் நகர் 2வது தெரு,151,0
WARD 10,Booth # 093,அலாகர் நகர் 3வது தெரு,115,0
WARD 10,Booth # 093,அலாகர் நகர் 4வது தெரு,90,0
WARD 10,Booth # 093,அலாகர் நகர் 5வது தெரு,562,0
WARD 10,Booth # 094,Street Not Found,1,0
WARD 10,Booth # 094,அலாகர் நகர் 1வது குறுக்கு தெரு,18,0
WARD 10,Booth # 094,அலாகர் நகர் 3வது குறுக்கு தெரு,47,0
WARD 10,Booth # 094,அலாகர் நகர் 4வது குறுக்கு தெரு,14,0
WARD 10,Booth # 094,அலாகர் நகர் 5வது குறுக்கு தெரு,77,0
WARD 10,Booth # 094,அலாகர் நகர் 5வது தெரு விரிவு,182,0
WARD 10,Booth # 094,அலாகர் நகர் 6வது தெரு,354,0
WARD 10,Booth # 094,அலாகர் நகர் 7வது குறுக்கு தெரு,51,0
WARD 10,Booth # 094,அலாகர் நகர் 7வது தெரு,201,0
WARD 10,Booth # 095,அலாகர் கோவில் முக்கிய வீதி,258,39
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 1வது குறுக்கு தெரு,10,2
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 1வது தெரு,83,32
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 2வது குறுக்கு தெரு,51,19
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 2வது தெரு,187,71
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 3வது குறுக்கு தெரு,45,18
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 3வது தெரு,28,13
WARD 10,Booth # 095,இ.மு.ஜி. நகர் 4வது குறுக்கு தெரு,57,15
WARD 10,Booth # 096,கர்பக நகர் 1வது தெரு,89,0
WARD 10,Booth # 096,கர்பக நகர் 2வது தெரு,101,0
WARD 10,Booth # 096,கர்பக நகர் 3வது தெரு,185,0
WARD 10,Booth # 096,கர்பக நகர் 4வது தெரு,155,0
WARD 10,Booth # 096,கர்பக நகர் 5வது தெரு,196,0
WARD 10,Booth # 096,கர்பக நகர் முக்கிய 1வது குறுக்கு தெரு,48,0
WARD 10,Booth # 096,சைதியலார் நகர்,275,0
WARD 10,Booth # 097,Street Not Found,1,0
WARD 10,Booth # 097,கர்பக நகர் 10வது தெரு,123,0
WARD 10,Booth # 097,கர்பக நகர் 6வது தெரு,294,0
WARD 10,Booth # 097,கர்பக நகர் 7வது தெரு,195,0
WARD 10,Booth # 097,கர்பக நகர் 8வது தெரு,131,0
WARD 10,Booth # 097,கர்பக நகர் 9வது தெரு,214,0
WARD 10,Booth # 097,கவிதா நகர்,47,0
WARD 10A,Booth # 082,Street Not Found,1,0
WARD 10A,Booth # 082,அந்தனேரி கிராமம்,421,0
WARD 10A,Booth # 082,அலாகர் கோவில் முக்கிய வீதி மூன்றுமாவடி,142,0
WARD 10A,Booth # 082,ஜவஹரலால் புரம்,370,0
WARD 10A,Booth # 083,அந்தனேரி கன்மைக்கரை,1137,0
WARD 10A,Booth # 087,கொடிகுளம் 1வது தெரு,852,0
WARD 10A,Booth # 087,கொடிகுளம் 2வது தெரு,120,0
WARD 10A,Booth # 088,அனந்தராஜ் நகர்,276,0
WARD 10A,Booth # 088,அருண்ததியார் நகர்,2,0
WARD 10A,Booth # 088,விஜய் நகர்,36,0
WARD 10A,Booth # 090,சம்பாகுளம் 1வது தெரு,720,0
WARD 10A,Booth # 090,சம்பாகுளம் 2வது தெரு,170,0
WARD 10A,Booth # 090,சம்பாகுளம் 3வது தெரு,279,0
WARD 10A,Booth # 091,கணேஷ் நகர்,258,0
WARD 10A,Booth # 091,சத்திய நகர்,638,0
WARD 10A,Booth # 091,மாரியம்மன் கோவில் தெரு,267,0
WARD 10A,Booth # 092,இ.பி.நகர்,257,0
WARD 10A,Booth # 092,சம்பாகுளம் 4வது தெரு,153,0
WARD 10A,Booth # 092,விவேகநந்தா நகர்,400,0
WARD 12,Booth # 106,லோர்து நகர் 1வது தெரு,208,0
WARD 12,Booth # 106,லோர்து நகர் 2வது தெரு,305,0
WARD 12,Booth # 106,லோர்து நகர் 3வது தெரு,186,0
WARD 12,Booth # 106,லோர்து நகர் கிழக்கு முக்கிய வீதி 1வது மேற்கு குறுக்கு தெரு,255,0
WARD 12,Booth # 107,லோர்து நகர் 4வது தெரு,149,0
WARD 12,Booth # 107,லோர்து நகர் 5வது தெரு,121,0
WARD 12,Booth # 107,லோர்து நகர் 6வது தெரு,178,0
WARD 12,Booth # 107,லோர்து நகர் 7வது தெரு,342,0
WARD 12,Booth # 107,லோர்து நகர் மேற்கு முக்கிய வீதி,236,0
WARD 12,Booth # 108,Street Not Found,1,0
WARD 12,Booth # 108,அலாகர் கோவில் முக்கிய வீதி,38,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 10வது குறுக்கு தெரு,117,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 1வது குறுக்கு தெரு,176,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 2வது குறுக்கு தெரு,77,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 3வது குறுக்கு தெரு,107,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 7வது குறுக்கு தெரு,66,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 8வது குறுக்கு தெரு,46,0
WARD 12,Booth # 108,லோர்து நகர் 7வது தெரு 9வது குறுக்கு தெரு,73,0
WARD 12,Booth # 108,லோர்து நகர் 8வது தெரு,152,0
WARD 12,Booth # 108,லோர்து நகர் 8வது தெரு 2வது குறுக்கு தெரு,27,0
WARD 12,Booth # 110,மேற்கு விசலம் லோர்து நகர்,153,0
WARD 12,Booth # 110,லோர்து நகர் 2வது தெரு மேற்கு முக்கியம்,164,0
WARD 12,Booth # 110,லோர்து நகர் 7வது தெரு 4வது குறுக்கு தெரு,97,0
WARD 12,Booth # 110,லோர்து நகர் 7வது தெரு 5வது குறுக்கு தெரு,101,0
WARD 12,Booth # 110,லோர்து நகர் 7வது தெரு 6வது குறுக்கு தெரு,74,0
WARD 12,Booth # 110,லோர்து நகர் 9வது தெரு,264,0
WARD 12,Booth # 110,லோர்து நகர் 9வது தெரு 7வது தெரு 2வது குறுக்கு தெரு,45,0
WARD 12,Booth # 122,Street Not Found,1,0
WARD 12,Booth # 122,சவடி தெரு,96,0
WARD 12,Booth # 122,நரயணாச்சி தெரு,240,0
WARD 12,Booth # 122,பரதியார் 2வது தெரு,192,0
WARD 12,Booth # 122,பாரதியார் 1வது தெரு,319,0
WARD 12,Booth # 129,Street Not Found,1,0
WARD 12,Booth # 129,உலகநாதன் சேவாய் லேன்,393,0
WARD 12,Booth # 129,பரதியார் 1வது லேன்,135,0
WARD 12,Booth # 129,மரியம்மன் கோவில் 1வது தெரு,157,0
WARD 12,Booth # 129,வோசி தெரு,172,0
WARD 12,Booth # 131,காந்திபுரம் 1வது தெரு,152,0
WARD 12,Booth # 131,காந்திபுரம் 2வது தெரு,149,0
WARD 12,Booth # 131,பரதியார் முக்கிய வீதி,302,0
WARD 12,Booth # 132,கணேஷாபுரம்,279,0
WARD 12,Booth # 132,கணேஷாபுரம் 1வது தெரு,124,0
WARD 12,Booth # 132,திறோப்பதி அம்மன் 1வது தெரு,189,0
WARD 12,Booth # 132,திறோப்பதி அம்மன் 2வது தெரு,83,0
WARD 12,Booth # 132,பிரிட்டோ காலனி,6,0
WARD 12,Booth # 135,Street Not Found,2,0
WARD 12,Booth # 135,காந்திபுரம் முக்கிய தெரு,960,0
WARD 12A,Booth # 111,லோர்து நகர் 10வது தெரு,185,0
WARD 12A,Booth # 111,லோர்து நகர் 11வது தெரு ராமலட்ச்மி நகர் 1வது தெரு,111,0
WARD 12A,Booth # 111,லோர்து நகர் 12வது தெரு ராமலட்ச்மி நகர் 2வது தெரு,153,0
WARD 12A,Booth # 111,லோர்து நகர் 13வது தெரு ராமலட்ச்மி நகர் 3வது தெரு,210,0
WARD 12A,Booth # 111,லோர்து நகர் 1வது தெரு,1,0
WARD 12A,Booth # 111,லோர்து நகர் 5வது குறுக்கு தெரு மேற்கு வி.வி,51,0
WARD 12A,Booth # 111,லோர்து நகர் விசலம்,75,0
WARD 12A,Booth # 127,சிங்கரவேலன் தெரு,454,0
WARD 12A,Booth # 127,டோபி காலனி,362,0
WARD 12A,Booth # 130,மரியம்மன் கோவில் 2வது தெரு,47,0
WARD 12A,Booth # 130,மாதா கோவில் 1வது தெரு,93,0
WARD 12A,Booth # 130,மாதா கோவில் 2வது தெரு,70,0
WARD 12A,Booth # 130,மாதா கோவில் 3வது தெரு,301,0
WARD 12A,Booth # 130,மாதா கோவில் வடக்கு தெரு,97,0
WARD 12A,Booth # 133,எஸ்.ஆர்.என். நகர் காந்திபுரம் விரிவு,263,0
WARD 12A,Booth # 133,கே. புது திருநகர் தானை பெரியார்,189,0
WARD 12A,Booth # 133,சர்வேயர் காலனி எதிர் இ.பி. காலனி ஒடகாரை,93,0
WARD 12A,Booth # 133,திறோப்பதி அம்மன் 3வது தெரு,155,0
WARD 12A,Booth # 134,Street Not Found,1,0
WARD 12A,Booth # 134,கே. புது திருநகர் காந்திபுரம் பாண்டியன் நகர்,932,0
WARD 12A,Booth # 136,அரசு வீடு,28,0
WARD 12A,Booth # 136,காந்திபுரம் 3வது தெரு,327,0
WARD 12A,Booth # 136,காந்திபுரம் 4வது தெரு,459,0
WARD 12A,Booth # 136,காந்திபுரம் 5வது தெரு,261,0
WARD 14,Booth # 098,புதூர் 1வது தெரு,120,0
WARD 14,Booth # 098,புதூர் 2வது தெரு,46,0
WARD 14,Booth # 098,புதூர் 3வது தெரு,21,0
WARD 14,Booth # 098,புதூர் 4வது தெரு மற்றும் கர்பக விநாயகர் கோலம்,166,0
WARD 14,Booth # 098,புதூர் 5வது தெரு,11,0
WARD 14,Booth # 098,புதூர் 6வது தெரு,225,0
WARD 14,Booth # 098,புதூர் 7வது குறுக்கு தெரு,59,0
WARD 14,Booth # 098,புதூர் 7வது தெரு,202,0
WARD 14,Booth # 098,புதூர் 8வது தெரு,20,0
WARD 14,Booth # 099,ராமவர்மா நகர் 5வது தெரு கெ புடூர்,618,0
WARD 14,Booth # 100,ராமவர்மா நகர் 1வது தெரு,511,0
WARD 14,Booth # 100,ராமவர்மா நகர் 2வது தெரு,491,0
WARD 14,Booth # 101,ராமவர்மா நகர் 6வது தெரு கெ புடூர்,431,0
WARD 14,Booth # 101,ராமவர்மா நகர் 7வது தெரு கெ புடூர்,189,0
WARD 14,Booth # 102,ராமவர்மா நகர் 3வது தெரு,505,0
WARD 14,Booth # 102,ராமவர்மா நகர் 4வது தெரு,487,0
WARD 14,Booth # 103,ஊரணி தெரு,64,0
WARD 14,Booth # 103,தேசிய விநாயகர் கோவில் தெரு,1031,0
WARD 14,Booth # 105,அலாகர் கோவில் வீதி,299,0
WARD 14,Booth # 105,மண்மலாயசாமி முக்கிய வீதி,582,0
WARD 14,Booth # 105,மண்மலாயசாமி மேற்கு தெரு,62,0
WARD 14,Booth # 115,விஸ்வநாத நகர் முக்கிய வீதி கன்னிமரியம்மன் கோவில் தெரு,917,0
WARD 14,Booth # 116,அண்ணா தெரு,543,0
WARD 14,Booth # 116,பிள்ளையார் கோவில் தெரு கணபதி செர்வாய் தெரு,315,0
WARD 14,Booth # 123,சங்கர் நகர் 1வது தெரு,299,0
WARD 14,Booth # 123,சங்கர் நகர் 2வது தெரு,331,0
WARD 14,Booth # 123,சங்கர் நகர் முக்கிய வீதி,50,0
WARD 14A,Booth # 104,ஜான் போஸ்கோ பள்ளி பின் பக்கம்,80,0
WARD 14A,Booth # 104,பர்மா அகவதிகல் காலனி 1வது தெரு,142,0
WARD 14A,Booth # 104,பர்மா அகவதிகல் காலனி 2வது தெரு,63,0
WARD 14A,Booth # 104,பர்மா அகவதிகல் காலனி 3வது தெரு,102,0
WARD 14A,Booth # 104,மண்மலாயசாமி 1வது தெரு,443,0
WARD 14A,Booth # 109,Street Not Found,1,0
WARD 14A,Booth # 109,விஸ்வநாத நகர் 1வது தெரு,482,0
WARD 14A,Booth # 109,விஸ்வநாத நகர் 2வது தெரு,315,0
WARD 14A,Booth # 109,விஸ்வநாத நகர் 3வது தெரு,138,0
WARD 14A,Booth # 124,சங்கர் நகர் 3வது தெரு,425,0
WARD 14A,Booth # 124,சங்கர் நகர் 4வது தெரு,331,0
WARD 14A,Booth # 124,சங்கர் நகர் 5வது தெரு,187,0
WARD 14A,Booth # 125,சிங்கரவேலர் 2வது தெரு,241,0
WARD 14A,Booth # 125,சிங்கரவேலர் முக்கிய வீதி,303,0
WARD 14A,Booth # 125,முத்துரமலிங்கபுரம் 1வது தெரு,229,0
WARD 14A,Booth # 126,சிங்கரவேலன் 1வது தெரு,79,0
WARD 14A,Booth # 126,தொலிர்பெட்டை காலனி,519,0
WARD 14A,Booth # 126,முத்துரமலிங்கபுரம் 2வது தெரு,512,0
WARD 14A,Booth # 128,ஊரணி தெரு,17,0
WARD 14A,Booth # 128,கோசகுலம் முக்கிய வீதி மாதா கோவில் முக்கிய வீதி,106,0
WARD 14A,Booth # 128,மதுரை ( C )  அலாகர் கோவில் முக்கிய வீதி ( அருளாநந்தர் பில்டிங் ),50,0
WARD 14A,Booth # 128,மரியம்மன் கோவில் தெரு,403,0
WARD 15,Booth # 137,காலங்கரை விசலக்ஷிபுரம் வார்ட் 15  வாகனம் எண் - 1 முதல் வாகனம்,713,0
WARD 15,Booth # 138,Overseas,1,0
WARD 15,Booth # 138,காலங்கரை விசலக்ஷிபுரம் வார்ட் 15  வாகனம் எண் - 153 முதல்,227,0
WARD 15,Booth # 138,பட்டிமேடு சாலை,46,0
WARD 15,Booth # 138,புது நாதம் சாலை,128,0
WARD 15,Booth # 138,விசலஷிபுரம்,370,0
WARD 15,Booth # 158,EB க்வாட்டர்ஸ்,11,0
WARD 15,Booth # 158,போலிஸ் க்வாட்டர்ஸ்,318,0
WARD 15,Booth # 158,ரிசர்வ் லைன்,310,0
WARD 15,Booth # 158,ரிசர்வ் லைன் ஆயுதப்படை க்வாட்டர்ஸ்,307,0
WARD 15,Booth # 159,புதுர் வண்டிபாதை ஜவஹர்புரம்,995,0
WARD 15,Booth # 160,புதுர் வண்டிபாதை வடக்கு,209,0
WARD 15,Booth # 160,புதுர் வண்டிபாதை வடக்கு பின்புற தெரு,93,0
WARD 15,Booth # 160,போலிஸ் புதிய வீடு,340,0
WARD 15A,Booth # 112,டி.ஆர்.ஓ காலனி மேற்கு வீதி,36,0
WARD 15A,Booth # 112,டி.ஆர்.ஓ.கோலனி முக்கிய வீதி,718,0
WARD 15A,Booth # 113,டி.ஆர்.ஓ. காலனி 2வது தெரு கோடிகத்தகுமாரன் தெரு,170,0
WARD 15A,Booth # 113,டி.ஆர்.ஓ.கோலனி 1வது தெரு பேரியார் தெரு,121,0
WARD 15A,Booth # 113,டி.ஆர்.ஓ.கோலனி வடக்கு 3வது தெரு செந்தில் குமாரன் தெரு,463,0
WARD 15A,Booth # 114,டி.ஆர்.ஓ காலனி 6வது தெரு பார்மா காலனி,54,0
WARD 15A,Booth # 114,டி.ஆர்.ஓ.கோலனி 7வது தெரு பார்மா காலனி,123,0
WARD 15A,Booth # 114,டி.ஆர்.ஓ.கோலனி வடக்கு 4வது தெரு கோவிந்தன் தெரு,273,0
WARD 15A,Booth # 114,டி.ஆர்.ஓ.கோலனி வடக்கு 5வது தெரு லட்சுமணன் தெரு,207,0
WARD 15A,Booth # 114,திருவள்ளுவர் நகர்,364,0
WARD 15B,Booth # 157,புது நாதம் சாலை,440,0
WARD 15B,Booth # 157,புதுர் வண்டிபாதை,476,0
WARD 15B,Booth # 161,DRO காலனி A  B  L ப்ளாக்,197,0
WARD 15B,Booth # 161,புதுர் வண்டிபாதை 1வது லேன்,73,0
WARD 15B,Booth # 161,புதுர் வண்டிபாதை 2வது லேன்,24,0
WARD 15B,Booth # 161,புதுர் வண்டிபாதை சேவுகன் சேட்டியார் காலனி,87,0
WARD 15B,Booth # 162,A C க்வாட்டர்ஸ்,13,0
WARD 15B,Booth # 162,DRO காலனி,108,0
WARD 15B,Booth # 162,DRO புதுஹ் காலனி B26 அடுக்குமடி,326,0
WARD 15B,Booth # 162,S.I க்வாட்டர்ஸ்,33,0
WARD 15B,Booth # 162,இன்ஸ்பெக்டர் க்வாட்டர்ஸ்,25,0
WARD 15B,Booth # 162,போலிஸ் க்வாட்டர்ஸ் ரிசர்வ் லைன்,374,0
WARD 15B,Booth # 163,கலையங்கர் தெரு,184,0
WARD 15B,Booth # 163,பிள்ளையார் கோவில் தெரு,290,0
WARD 15B,Booth # 163,வலிவடி முருகன் கோவில் தெரு,162,0
WARD 15B,Booth # 164,மரியம்மன் கோவில் தெரு,67,0
WARD 15B,Booth # 164,முத்து தெரு,184,0
WARD 15B,Booth # 164,முனியாண்டி கோவில் தெரு,546,0
WARD 16,Booth # 062,அண்ணாதுரை தெரு,40,0
WARD 16,Booth # 062,காந்திஜி தெரு,212,0
WARD 16,Booth # 062,நெதாஜி முக்கிய வீதி வார்ட் 25  வாகனம் எண் - 215 முதல்,335,0
WARD 16,Booth # 062,பாபூன் பாய் தெரு,88,0
WARD 16,Booth # 067,Street Not Found,1,0
WARD 16,Booth # 067,எக்ஸ் சர்வீஸ்மேன் க்வாட்டர்ஸ் மற்றும் போரம்போக்கு,686,0
WARD 16,Booth # 067,முல்லை நகர் 1வது தெரு,280,0
WARD 16,Booth # 076,கருணநிதி நகர் தெரு,160,0
WARD 16,Booth # 076,சேக்கிலார் 1வது தெரு,24,0
WARD 16,Booth # 076,சேக்கிலார் தெரு,355,0
WARD 16,Booth # 076,சேக்கிலார் தெரு விரிவு,134,0
WARD 16,Booth # 076,லால்பகதூர் சாஸ்த்ரி வீதி,70,0
WARD 16,Booth # 077,Street Not Found,1,0
WARD 16,Booth # 077,விநாயகர் தெரு,922,0
WARD 16,Booth # 078,திரு. ரதகிருஷ்ணன் தெரு,116,0
WARD 16,Booth # 078,நபிகல் நாயகம் தெரு,151,0
WARD 16,Booth # 078,மீனாட்சி தெரு,201,0
WARD 16,Booth # 078,வைகை தெரு,270,0
WARD 16,Booth # 079,இந்திரா தெரு,92,0
WARD 16,Booth # 079,கிருஷ்ணாபுரம் காலனி 6வது தெரு,318,0
WARD 16,Booth # 079,கிருஷ்ணாபுரம் காலனி 7வது தெரு,313,0
WARD 16,Booth # 079,மகாகவி பரதியார் தெரு,82,0
WARD 16,Booth # 080,அம்பேத்கர் காலனி 3வது தெரு,168,0
WARD 16,Booth # 080,கண்ணப்பர் தெரு பி. பி. குளம்,355,0
WARD 16,Booth # 080,திருவள்ளுவர் தெரு,36,0
WARD 16,Booth # 080,நவநீதகிருஷ்ணன் தெரு பி. பி. குளம்,146,0
WARD 16,Booth # 080,மருதுபாண்டியார் தெரு,289,0
WARD 16,Booth # 081,கண்ணப்பர் குறுக்கு தெரு,50,0
WARD 16,Booth # 081,சி.எஸ்.நகர்,148,0
WARD 16,Booth # 081,சிவராஜ் வீதி,103,0
WARD 16,Booth # 081,தரகன் வீதி,156,0
WARD 16,Booth # 081,நேஹருஜி தெரு,326,0
WARD 16,Booth # 081,நேஹருஜி தெரு தனாபல் பள்ளி அருகில்,141,0
WARD 16,Booth # 118,எம்.டி.சி.சி வங்கி காலன,17,0
WARD 16,Booth # 118,ஜே. கே. நகர் 1வது தெர,71,0
WARD 16,Booth # 118,பழைய நாதம் சாலை,200,0
